,genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan
2358,80.0,176.0,64.0,2.0,22.0,6.0,1,73
2359,80.0,176.0,92.0,2.0,10.0,7.0,4,70
2360,80.0,185.0,89.0,1.0,11.0,8.0,2,68
2361,80.0,194.0,85.0,2.0,16.0,6.0,4,73
2362,80.0,189.0,76.0,1.0,1.0,4.0,3,80
2363,80.0,176.0,90.0,2.0,4.0,10.0,3,78
2364,80.0,184.0,75.0,2.0,10.0,10.0,1,79
2365,80.0,178.0,89.0,2.0,17.0,5.0,3,68
2366,80.0,184.0,66.0,1.0,5.0,3.0,3,80
2367,80.0,184.0,87.0,2.0,13.0,8.0,4,69
2368,80.0,190.0,67.0,1.0,11.0,6.0,1,71
2369,80.0,185.0,65.0,1.0,19.0,2.0,2,74
2370,80.0,182.0,86.0,2.0,14.0,7.0,3,73
2371,80.0,195.0,88.0,1.0,15.0,9.0,3,66
2372,80.0,184.0,68.0,1.0,19.0,6.0,4,62
2373,80.0,195.0,73.0,1.0,0.0,0.0,3,82
2374,80.0,207.0,97.0,2.0,2.0,9.0,2,87
2375,80.0,197.0,74.0,1.0,5.0,7.0,4,76
2376,80.0,185.0,86.0,3.0,14.0,5.0,2,87
2377,80.0,200.0,71.0,4.0,3.0,8.0,4,97
2378,80.0,173.0,86.0,3.0,18.0,8.0,1,80
2379,80.0,171.0,81.0,0.0,5.0,10.0,2,60
2380,80.0,187.0,75.0,3.0,6.0,1.0,4,93
2381,80.0,204.0,99.0,2.0,6.0,6.0,2,87
2382,80.0,190.0,75.0,1.0,16.0,0.0,1,71
2383,80.0,186.0,66.0,2.0,15.0,5.0,3,79
2384,80.0,187.0,107.0,2.0,4.0,10.0,5,70
2385,80.0,181.0,87.0,2.0,13.0,9.0,3,75
2386,80.0,186.0,62.0,2.0,0.0,4.0,2,96
2387,80.0,200.0,83.0,2.0,1.0,8.0,1,92
2388,80.0,194.0,82.0,2.0,13.0,7.0,4,74
2389,80.0,188.0,81.0,1.0,9.0,8.0,2,71
2390,80.0,173.0,76.0,2.0,8.0,3.0,4,77
2391,80.0,175.0,88.0,2.0,11.0,5.0,3,76
2392,80.0,166.0,70.0,3.0,5.0,0.0,3,95
2393,80.0,179.0,99.0,1.0,17.0,6.0,1,69
2394,80.0,178.0,86.0,3.0,11.0,3.0,3,91
2395,80.0,203.0,64.0,2.0,1.0,3.0,1,100
2396,80.0,176.0,81.0,1.0,12.0,6.0,2,67
2397,80.0,196.0,91.0,1.0,2.0,3.0,2,85
2398,80.0,174.0,63.0,2.0,6.0,7.0,2,88
2399,80.0,208.0,77.0,3.0,21.0,6.0,2,82
2400,80.0,168.0,102.0,1.0,4.0,9.0,2,69
2401,80.0,182.0,66.0,2.0,0.0,1.0,2,95
2402,80.0,179.0,82.0,1.0,12.0,5.0,3,63
2403,80.0,171.0,69.0,3.0,3.0,2.0,3,96
2404,80.0,181.0,86.0,2.0,9.0,9.0,1,76
2405,80.0,196.0,73.0,1.0,0.0,9.0,1,81
2406,80.0,198.0,65.0,3.0,8.0,6.0,2,91
2407,80.0,184.0,87.0,2.0,20.0,9.0,2,72
2408,80.0,172.0,76.0,1.0,0.0,5.0,2,77
2409,80.0,178.0,71.0,2.0,11.0,6.0,1,83
2410,80.0,171.0,80.0,2.0,13.0,7.0,4,65
2411,80.0,199.0,62.0,2.0,1.0,1.0,3,93
2412,80.0,194.0,97.0,1.0,0.0,6.0,3,73
2413,80.0,193.0,80.0,1.0,15.0,2.0,1,78
2414,80.0,179.0,82.0,1.0,5.0,6.0,3,75
2415,80.0,170.0,68.0,1.0,3.0,6.0,3,77
2416,80.0,161.0,101.0,2.0,3.0,3.0,3,75
2417,80.0,179.0,66.0,2.0,5.0,4.0,2,86
2418,80.0,181.0,71.0,1.0,8.0,0.0,3,77
2419,80.0,168.0,107.0,3.0,17.0,10.0,4,69
2420,80.0,184.0,87.0,3.0,0.0,2.0,2,99
2421,80.0,191.0,81.0,1.0,0.0,1.0,2,85
2422,80.0,189.0,70.0,1.0,20.0,7.0,1,65
2423,80.0,191.0,95.0,3.0,10.0,8.0,1,91
2424,80.0,177.0,77.0,3.0,9.0,1.0,2,91
2425,80.0,189.0,95.0,1.0,17.0,7.0,1,63
2426,80.0,184.0,70.0,2.0,13.0,8.0,3,71
2427,80.0,192.0,88.0,1.0,8.0,1.0,3,79
2428,80.0,185.0,83.0,2.0,10.0,6.0,1,82
2429,80.0,182.0,82.0,3.0,1.0,8.0,1,94
2430,80.0,174.0,68.0,1.0,9.0,8.0,1,73
2431,80.0,189.0,60.0,2.0,2.0,8.0,2,92
2432,80.0,179.0,92.0,2.0,12.0,9.0,1,81
2433,80.0,172.0,88.0,1.0,20.0,6.0,3,57
2434,80.0,195.0,88.0,2.0,17.0,3.0,2,75
2435,80.0,198.0,80.0,1.0,1.0,8.0,3,74
2436,80.0,187.0,71.0,1.0,7.0,4.0,2,81
2437,80.0,175.0,81.0,1.0,4.0,8.0,3,70
2438,80.0,196.0,97.0,2.0,11.0,9.0,2,74
2439,80.0,155.0,80.0,1.0,20.0,7.0,1,60
2440,80.0,171.0,93.0,2.0,0.0,8.0,2,81
2441,80.0,184.0,90.0,2.0,13.0,8.0,2,74
2442,80.0,177.0,95.0,2.0,11.0,6.0,3,73
2443,80.0,165.0,63.0,0.0,13.0,6.0,2,63
2444,80.0,189.0,71.0,2.0,17.0,8.0,2,76
2445,80.0,182.0,88.0,1.0,1.0,9.0,2,71
2446,80.0,174.0,80.0,2.0,17.0,1.0,3,76
2447,80.0,169.0,81.0,0.0,20.0,5.0,2,53
2448,80.0,164.0,89.0,2.0,0.0,8.0,3,79
2449,80.0,179.0,89.0,2.0,2.0,3.0,3,81
2450,80.0,180.0,80.0,1.0,0.0,4.0,3,75
2451,80.0,169.0,90.0,2.0,11.0,6.0,4,66
2452,80.0,178.0,74.0,2.0,9.0,6.0,3,75
2453,80.0,178.0,84.0,1.0,19.0,2.0,3,64
2454,80.0,166.0,68.0,1.0,20.0,9.0,4,58
2455,80.0,189.0,64.0,1.0,22.0,6.0,4,59
2456,80.0,193.0,79.0,3.0,19.0,3.0,1,92
2457,80.0,169.0,86.0,2.0,11.0,9.0,4,70
2458,80.0,184.0,110.0,2.0,4.0,5.0,1,84
2459,80.0,183.0,84.0,1.0,0.0,2.0,3,78
2460,80.0,173.0,73.0,1.0,0.0,7.0,2,74
2461,80.0,187.0,95.0,1.0,12.0,9.0,3,65
2462,80.0,181.0,68.0,2.0,13.0,0.0,3,83
2463,80.0,173.0,108.0,2.0,2.0,4.0,3,75
2464,80.0,169.0,78.0,2.0,15.0,4.0,3,77
2465,80.0,172.0,93.0,3.0,3.0,2.0,2,100
2466,80.0,175.0,68.0,3.0,4.0,9.0,3,90
2467,80.0,183.0,69.0,1.0,0.0,5.0,3,75
2468,80.0,164.0,75.0,3.0,0.0,8.0,2,92
2469,80.0,204.0,81.0,2.0,12.0,5.0,4,78
2470,80.0,193.0,65.0,1.0,21.0,0.0,2,67
2471,80.0,177.0,80.0,1.0,2.0,5.0,1,82
2472,80.0,190.0,70.0,3.0,3.0,6.0,2,96
2473,80.0,165.0,83.0,1.0,2.0,9.0,2,75
2474,80.0,193.0,97.0,1.0,2.0,9.0,2,71
2475,80.0,180.0,87.0,1.0,6.0,1.0,3,75
2476,80.0,183.0,106.0,1.0,6.0,6.0,3,67
2477,80.0,187.0,86.0,2.0,0.0,6.0,3,80
2478,80.0,184.0,102.0,2.0,19.0,10.0,2,72
2479,80.0,172.0,78.0,3.0,8.0,7.0,3,85
2480,80.0,195.0,87.0,2.0,20.0,7.0,4,70
2481,80.0,178.0,87.0,1.0,4.0,4.0,2,81
2482,80.0,160.0,74.0,1.0,0.0,6.0,1,79
2483,80.0,199.0,79.0,2.0,22.0,7.0,2,79
2484,80.0,165.0,63.0,1.0,21.0,6.0,1,68
2485,80.0,173.0,67.0,2.0,14.0,6.0,4,69
2486,80.0,169.0,111.0,1.0,19.0,9.0,3,48
2487,80.0,209.0,107.0,2.0,11.0,8.0,3,71
2488,80.0,194.0,103.0,2.0,2.0,7.0,3,76
2489,80.0,174.0,82.0,0.0,8.0,6.0,1,67
2490,80.0,184.0,76.0,3.0,11.0,7.0,2,87
2491,80.0,191.0,70.0,1.0,16.0,7.0,1,72
2492,80.0,179.0,72.0,1.0,12.0,9.0,3,67
2493,80.0,174.0,64.0,2.0,0.0,7.0,2,89
2494,80.0,173.0,71.0,1.0,17.0,1.0,3,70
2495,80.0,179.0,85.0,3.0,14.0,6.0,1,87
2496,80.0,179.0,66.0,2.0,21.0,5.0,2,73
2497,80.0,201.0,93.0,2.0,0.0,5.0,2,93
2498,80.0,189.0,91.0,1.0,10.0,9.0,2,65
2499,80.0,186.0,62.0,1.0,20.0,7.0,3,64
2500,80.0,186.0,93.0,2.0,18.0,8.0,2,74
2501,80.0,203.0,80.0,3.0,19.0,5.0,3,84
2502,80.0,174.0,79.0,3.0,7.0,7.0,3,85
2503,80.0,179.0,71.0,1.0,18.0,9.0,4,54
2504,80.0,192.0,78.0,1.0,12.0,7.0,3,71
2505,80.0,175.0,74.0,3.0,15.0,0.0,3,84
2506,80.0,177.0,91.0,2.0,8.0,1.0,2,89
2507,80.0,204.0,73.0,1.0,13.0,8.0,2,73
2508,80.0,187.0,62.0,2.0,13.0,8.0,2,79
2509,80.0,200.0,62.0,2.0,10.0,9.0,2,76
2510,80.0,164.0,72.0,2.0,16.0,4.0,3,71
2511,80.0,208.0,101.0,2.0,5.0,9.0,4,76
2512,80.0,195.0,85.0,3.0,8.0,8.0,4,80
2513,80.0,187.0,92.0,1.0,19.0,5.0,2,68
2514,80.0,177.0,72.0,4.0,7.0,1.0,4,98
2515,80.0,162.0,90.0,2.0,11.0,9.0,2,74
2516,80.0,173.0,63.0,2.0,21.0,3.0,3,77
2517,80.0,199.0,62.0,0.0,18.0,4.0,4,59
2518,80.0,194.0,96.0,1.0,4.0,1.0,2,79
2519,80.0,181.0,89.0,2.0,,9.0,2,79
2520,80.0,171.0,102.0,1.0,11.0,10.0,1,66
2521,80.0,170.0,63.0,2.0,5.0,4.0,3,83
2522,80.0,175.0,63.0,2.0,0.0,8.0,2,87
2523,80.0,204.0,86.0,3.0,9.0,7.0,1,92
2524,80.0,202.0,80.0,1.0,20.0,7.0,2,67
2525,80.0,205.0,82.0,1.0,4.0,7.0,3,74
2526,80.0,181.0,87.0,2.0,9.0,4.0,2,83
2527,80.0,172.0,71.0,1.0,16.0,1.0,3,69
2528,80.0,176.0,63.0,2.0,0.0,3.0,1,91
2529,80.0,197.0,63.0,0.0,21.0,6.0,2,60
2530,80.0,166.0,74.0,0.0,6.0,8.0,2,63
2531,80.0,191.0,86.0,3.0,4.0,9.0,5,83
2532,80.0,169.0,78.0,2.0,2.0,6.0,4,77
2533,80.0,189.0,103.0,1.0,12.0,5.0,2,70
2534,80.0,174.0,65.0,1.0,21.0,4.0,2,65
2535,80.0,198.0,64.0,2.0,19.0,8.0,3,78
2536,80.0,195.0,65.0,2.0,16.0,8.0,2,84
2537,79.0,198.0,65.0,1.0,15.0,9.0,2,67
2538,79.0,197.0,98.0,3.0,9.0,1.0,2,93
2539,79.0,181.0,92.0,0.0,14.0,8.0,2,57
2540,79.0,182.0,84.0,1.0,8.0,3.0,2,70
2541,79.0,187.0,83.0,1.0,10.0,8.0,3,68
2542,79.0,176.0,72.0,2.0,15.0,5.0,3,68
2543,79.0,207.0,77.0,3.0,9.0,7.0,3,87
2544,79.0,175.0,80.0,2.0,0.0,9.0,3,77
2545,79.0,203.0,65.0,2.0,3.0,8.0,2,85
2546,79.0,191.0,82.0,2.0,1.0,7.0,3,82
2547,79.0,198.0,73.0,0.0,3.0,0.0,4,70
2548,79.0,186.0,87.0,1.0,5.0,6.0,4,68
2549,79.0,192.0,86.0,1.0,21.0,3.0,2,65
2550,79.0,176.0,63.0,2.0,4.0,8.0,5,81
2551,79.0,163.0,72.0,1.0,8.0,7.0,1,65
2552,79.0,182.0,72.0,2.0,11.0,1.0,2,87
2553,79.0,209.0,77.0,2.0,4.0,8.0,3,81
2554,79.0,199.0,76.0,1.0,9.0,2.0,3,74
2555,79.0,191.0,85.0,2.0,5.0,5.0,2,83
2556,79.0,,75.0,2.0,0.0,6.0,3,82
2557,79.0,179.0,94.0,2.0,21.0,6.0,3,70
2558,79.0,173.0,64.0,0.0,16.0,8.0,3,53
2559,79.0,189.0,108.0,1.0,11.0,6.0,2,67
2560,79.0,165.0,102.0,1.0,6.0,8.0,2,66
2561,79.0,177.0,97.0,3.0,17.0,4.0,3,75
2562,79.0,185.0,95.0,2.0,5.0,9.0,1,84
2563,79.0,169.0,78.0,2.0,8.0,8.0,1,85
2564,79.0,179.0,90.0,2.0,3.0,2.0,3,84
2565,79.0,166.0,77.0,3.0,4.0,8.0,3,87
2566,79.0,191.0,73.0,3.0,4.0,2.0,4,93
2567,79.0,192.0,88.0,2.0,18.0,5.0,1,75
2568,79.0,191.0,62.0,0.0,19.0,7.0,3,54
2569,79.0,196.0,96.0,3.0,15.0,5.0,1,88
2570,79.0,181.0,94.0,2.0,21.0,8.0,4,62
2571,79.0,184.0,67.0,3.0,21.0,7.0,1,84
2572,79.0,192.0,85.0,2.0,4.0,8.0,3,81
2573,79.0,192.0,71.0,1.0,4.0,6.0,3,76
2574,79.0,169.0,68.0,1.0,10.0,7.0,3,65
2575,79.0,207.0,80.0,2.0,9.0,4.0,1,87
2576,79.0,204.0,61.0,1.0,13.0,6.0,4,65
2577,79.0,193.0,105.0,2.0,5.0,2.0,2,84
2578,79.0,174.0,65.0,1.0,2.0,9.0,1,82
2579,79.0,170.0,87.0,1.0,14.0,9.0,4,58
2580,79.0,166.0,75.0,1.0,21.0,9.0,3,54
2581,79.0,177.0,63.0,2.0,11.0,7.0,2,80
2582,79.0,182.0,67.0,3.0,13.0,8.0,2,84
2583,79.0,159.0,77.0,2.0,18.0,8.0,1,71
2584,79.0,193.0,82.0,0.0,6.0,4.0,2,69
2585,79.0,186.0,73.0,2.0,4.0,9.0,4,79
2586,79.0,199.0,78.0,1.0,3.0,5.0,3,78
2587,79.0,170.0,76.0,3.0,1.0,6.0,3,95
2588,79.0,165.0,71.0,1.0,13.0,4.0,2,68
2589,79.0,177.0,82.0,1.0,1.0,3.0,3,78
2590,79.0,191.0,67.0,0.0,17.0,8.0,2,58
2591,79.0,176.0,84.0,1.0,10.0,4.0,1,74
2592,79.0,195.0,71.0,2.0,1.0,7.0,4,82
2593,79.0,198.0,72.0,1.0,16.0,8.0,3,69
2594,79.0,205.0,77.0,1.0,11.0,10.0,5,56
2595,79.0,186.0,75.0,1.0,13.0,1.0,2,73
2596,79.0,199.0,75.0,3.0,8.0,1.0,3,96
2597,79.0,169.0,90.0,3.0,1.0,7.0,2,95
2598,79.0,181.0,69.0,2.0,20.0,4.0,2,75
2599,79.0,198.0,62.0,1.0,20.0,5.0,3,67
2600,79.0,165.0,86.0,1.0,14.0,7.0,1,67
2601,79.0,179.0,93.0,3.0,0.0,4.0,3,91
2602,79.0,162.0,112.0,1.0,20.0,7.0,2,51
2603,79.0,197.0,89.0,1.0,13.0,9.0,2,64
2604,79.0,180.0,82.0,2.0,21.0,8.0,2,67
2605,79.0,210.0,62.0,3.0,0.0,7.0,1,103
2606,79.0,181.0,81.0,1.0,0.0,5.0,1,82
2607,79.0,171.0,71.0,1.0,18.0,9.0,1,65
2608,79.0,189.0,78.0,0.0,4.0,10.0,3,64
2609,79.0,168.0,85.0,2.0,0.0,3.0,1,86
2610,79.0,186.0,67.0,1.0,9.0,6.0,2,76
2611,79.0,196.0,96.0,1.0,16.0,3.0,2,71
2612,79.0,194.0,109.0,2.0,16.0,9.0,4,60
2613,79.0,185.0,85.0,1.0,3.0,8.0,4,65
2614,79.0,172.0,73.0,1.0,1.0,6.0,3,76
2615,79.0,200.0,89.0,1.0,9.0,9.0,4,67
2616,79.0,202.0,78.0,2.0,9.0,4.0,1,85
2617,79.0,182.0,79.0,0.0,7.0,3.0,3,68
2618,79.0,208.0,67.0,2.0,21.0,8.0,4,65
2619,79.0,185.0,74.0,1.0,16.0,7.0,3,67
2620,79.0,199.0,71.0,1.0,16.0,8.0,3,65
2621,79.0,172.0,68.0,2.0,19.0,5.0,1,75
2622,79.0,172.0,80.0,2.0,3.0,1.0,3,85
2623,79.0,199.0,65.0,1.0,3.0,5.0,3,77
2624,79.0,183.0,99.0,1.0,22.0,9.0,2,52
2625,79.0,207.0,83.0,2.0,13.0,5.0,2,79
2626,79.0,163.0,77.0,2.0,0.0,7.0,2,86
2627,79.0,190.0,63.0,1.0,3.0,9.0,4,74
2628,79.0,184.0,90.0,3.0,11.0,9.0,2,80
2629,79.0,173.0,66.0,1.0,0.0,2.0,2,81
2630,79.0,201.0,88.0,1.0,14.0,5.0,5,62
2631,79.0,165.0,74.0,1.0,4.0,7.0,1,77
2632,79.0,163.0,87.0,2.0,16.0,3.0,2,75
2633,79.0,201.0,76.0,2.0,3.0,2.0,4,88
2634,79.0,197.0,65.0,1.0,19.0,8.0,2,69
2635,79.0,176.0,70.0,2.0,1.0,2.0,2,89
2636,79.0,204.0,73.0,2.0,21.0,9.0,3,70
2637,79.0,154.0,61.0,3.0,14.0,5.0,2,90
2638,79.0,184.0,92.0,2.0,11.0,9.0,2,71
2639,79.0,174.0,83.0,1.0,14.0,10.0,3,55
2640,79.0,158.0,78.0,2.0,15.0,8.0,4,58
2641,79.0,169.0,83.0,1.0,1.0,7.0,3,69
2642,79.0,186.0,75.0,2.0,22.0,1.0,1,77
2643,79.0,179.0,81.0,2.0,18.0,3.0,4,69
2644,79.0,206.0,85.0,2.0,3.0,8.0,1,88
2645,79.0,174.0,75.0,3.0,14.0,9.0,4,76
2646,79.0,184.0,74.0,2.0,6.0,7.0,3,81
2647,79.0,194.0,86.0,1.0,19.0,7.0,1,67
2648,79.0,172.0,67.0,0.0,7.0,2.0,1,73
2649,79.0,174.0,88.0,3.0,2.0,8.0,2,92
2650,79.0,177.0,109.0,2.0,4.0,1.0,3,85
2651,79.0,201.0,76.0,1.0,1.0,8.0,3,76
2652,79.0,205.0,70.0,1.0,10.0,3.0,3,77
2653,79.0,183.0,69.0,1.0,12.0,0.0,2,76
2654,79.0,182.0,88.0,2.0,0.0,5.0,3,83
2655,79.0,185.0,67.0,2.0,11.0,5.0,1,89
2656,79.0,159.0,78.0,3.0,0.0,2.0,2,98
2657,79.0,171.0,68.0,1.0,1.0,10.0,2,72
2658,79.0,197.0,96.0,2.0,8.0,10.0,3,72
2659,79.0,164.0,92.0,1.0,6.0,3.0,3,67
2660,79.0,199.0,76.0,1.0,13.0,7.0,3,71
2661,79.0,170.0,75.0,2.0,11.0,10.0,1,79
2662,79.0,184.0,89.0,1.0,18.0,8.0,1,65
2663,79.0,193.0,62.0,2.0,3.0,0.0,2,98
2664,79.0,188.0,71.0,1.0,16.0,9.0,3,60
2665,79.0,177.0,66.0,3.0,1.0,6.0,3,100
2666,79.0,157.0,102.0,2.0,5.0,8.0,1,74
2667,79.0,192.0,85.0,1.0,17.0,8.0,1,63
2668,79.0,172.0,89.0,1.0,21.0,7.0,5,47
2669,79.0,209.0,75.0,1.0,14.0,9.0,2,73
2670,79.0,179.0,71.0,3.0,19.0,10.0,3,74
2671,79.0,173.0,68.0,1.0,12.0,6.0,2,74
2672,79.0,198.0,101.0,2.0,16.0,7.0,1,78
2673,79.0,158.0,89.0,1.0,22.0,9.0,3,46
2674,79.0,194.0,66.0,0.0,8.0,8.0,2,68
2675,79.0,163.0,78.0,2.0,22.0,6.0,2,66
2676,79.0,183.0,81.0,1.0,16.0,9.0,2,65
2677,79.0,171.0,98.0,2.0,18.0,5.0,4,60
2678,79.0,183.0,64.0,1.0,5.0,4.0,2,82
2679,79.0,180.0,88.0,3.0,1.0,2.0,2,98
2680,79.0,176.0,112.0,0.0,0.0,2.0,2,69
2681,79.0,184.0,93.0,1.0,3.0,5.0,2,71
2682,79.0,198.0,71.0,1.0,0.0,7.0,3,79
2683,79.0,165.0,82.0,3.0,17.0,9.0,1,76
2684,79.0,177.0,64.0,3.0,2.0,8.0,2,97
2685,79.0,171.0,93.0,1.0,6.0,2.0,2,75
2686,79.0,182.0,107.0,0.0,18.0,8.0,3,47
2687,79.0,183.0,84.0,2.0,21.0,4.0,1,77
2688,79.0,179.0,64.0,2.0,5.0,3.0,2,89
2689,79.0,185.0,111.0,2.0,10.0,1.0,2,80
2690,79.0,191.0,62.0,2.0,5.0,2.0,1,92
2691,79.0,176.0,90.0,1.0,6.0,10.0,3,62
2692,79.0,173.0,65.0,2.0,15.0,8.0,2,73
2693,79.0,180.0,77.0,3.0,20.0,3.0,1,89
2694,79.0,180.0,79.0,1.0,19.0,7.0,3,57
2695,79.0,170.0,64.0,1.0,7.0,5.0,2,71
2696,79.0,177.0,94.0,1.0,0.0,4.0,3,69
2697,79.0,191.0,64.0,3.0,10.0,5.0,3,93
2698,79.0,173.0,83.0,1.0,12.0,7.0,2,65
2699,79.0,200.0,99.0,1.0,16.0,5.0,3,66
2700,79.0,170.0,100.0,1.0,8.0,8.0,2,63
2701,79.0,188.0,71.0,2.0,10.0,9.0,2,76
2702,79.0,169.0,79.0,2.0,17.0,5.0,2,76
2703,79.0,169.0,73.0,1.0,10.0,6.0,3,68
2704,79.0,167.0,81.0,4.0,0.0,9.0,4,92
2705,79.0,189.0,63.0,1.0,22.0,0.0,3,71
2706,79.0,188.0,85.0,1.0,14.0,2.0,1,76
2707,79.0,201.0,78.0,1.0,21.0,6.0,3,61
2708,79.0,203.0,73.0,3.0,11.0,8.0,2,89
2709,79.0,189.0,85.0,2.0,21.0,10.0,1,70
2710,79.0,182.0,65.0,1.0,18.0,6.0,2,66
2711,79.0,202.0,96.0,1.0,6.0,2.0,2,74
2712,79.0,177.0,68.0,3.0,9.0,9.0,4,88
2713,79.0,186.0,92.0,3.0,22.0,6.0,3,79
2714,79.0,192.0,86.0,0.0,0.0,4.0,2,75
2715,79.0,162.0,82.0,1.0,12.0,4.0,2,65
2716,79.0,190.0,82.0,3.0,0.0,9.0,2,91
2717,79.0,194.0,85.0,3.0,17.0,1.0,3,83
2718,79.0,171.0,80.0,1.0,6.0,6.0,3,66
2719,79.0,169.0,74.0,3.0,4.0,4.0,3,94
2720,79.0,182.0,64.0,1.0,17.0,4.0,2,70
2721,79.0,193.0,69.0,1.0,16.0,6.0,2,66
2722,79.0,190.0,80.0,2.0,21.0,2.0,3,74
2723,79.0,178.0,94.0,0.0,0.0,9.0,1,66
2724,79.0,160.0,62.0,1.0,9.0,1.0,2,73
2725,79.0,183.0,62.0,3.0,15.0,5.0,2,88
2726,79.0,193.0,73.0,3.0,0.0,8.0,3,95
2727,79.0,198.0,87.0,2.0,3.0,4.0,3,87
2728,79.0,191.0,75.0,3.0,17.0,4.0,2,86
2729,79.0,183.0,68.0,3.0,12.0,9.0,2,90
2730,79.0,172.0,79.0,3.0,0.0,7.0,4,86
2731,79.0,166.0,97.0,1.0,18.0,7.0,2,58
2732,79.0,181.0,71.0,3.0,10.0,8.0,3,84
2733,79.0,155.0,64.0,0.0,11.0,7.0,2,60
2734,79.0,178.0,83.0,1.0,8.0,7.0,3,69
2735,79.0,179.0,96.0,2.0,11.0,6.0,2,74
2736,79.0,199.0,106.0,1.0,17.0,1.0,2,65
2737,79.0,201.0,68.0,0.0,0.0,7.0,3,71
2738,79.0,204.0,86.0,1.0,10.0,9.0,3,68
2739,79.0,188.0,89.0,2.0,13.0,8.0,1,76
2740,79.0,184.0,63.0,2.0,20.0,8.0,3,70
2741,79.0,211.0,61.0,1.0,11.0,8.0,2,73
2742,79.0,194.0,104.0,3.0,1.0,2.0,1,97
2743,79.0,196.0,87.0,1.0,5.0,6.0,2,74
2744,79.0,186.0,87.0,3.0,5.0,8.0,1,92
2745,79.0,189.0,94.0,3.0,19.0,8.0,4,68
2746,79.0,167.0,70.0,1.0,10.0,2.0,3,72
2747,79.0,203.0,77.0,1.0,14.0,9.0,5,61
2748,79.0,188.0,64.0,1.0,4.0,8.0,1,81
2749,79.0,194.0,72.0,1.0,1.0,6.0,2,83
2750,79.0,176.0,69.0,2.0,3.0,8.0,1,84
2751,79.0,198.0,70.0,1.0,0.0,6.0,3,74
2752,79.0,173.0,78.0,2.0,9.0,6.0,2,75
2753,79.0,189.0,94.0,1.0,19.0,8.0,1,68
2754,79.0,191.0,76.0,2.0,20.0,5.0,1,74
2755,79.0,177.0,86.0,3.0,5.0,9.0,1,90
2756,79.0,183.0,69.0,2.0,2.0,10.0,3,83
2757,79.0,196.0,92.0,2.0,10.0,4.0,3,81
2758,79.0,181.0,84.0,1.0,13.0,7.0,3,59
2759,79.0,192.0,83.0,1.0,3.0,9.0,4,65
2760,79.0,179.0,109.0,1.0,19.0,6.0,2,59
2761,79.0,166.0,100.0,1.0,9.0,2.0,3,67
2762,79.0,213.0,92.0,1.0,1.0,7.0,2,77
2763,79.0,185.0,82.0,0.0,14.0,9.0,2,54
2764,79.0,187.0,65.0,2.0,17.0,2.0,1,86
2765,79.0,185.0,95.0,0.0,1.0,3.0,3,70
2766,79.0,177.0,84.0,1.0,15.0,6.0,3,65
2767,79.0,194.0,74.0,2.0,6.0,6.0,2,79
2768,79.0,180.0,61.0,3.0,12.0,7.0,5,83
2769,79.0,186.0,79.0,2.0,3.0,5.0,3,81
2770,79.0,186.0,67.0,2.0,0.0,8.0,1,87
2771,79.0,193.0,100.0,2.0,5.0,9.0,3,72
2772,79.0,181.0,101.0,3.0,16.0,9.0,2,80
2773,79.0,194.0,62.0,1.0,15.0,7.0,2,69
2774,79.0,194.0,72.0,1.0,8.0,6.0,3,75
2775,79.0,175.0,72.0,1.0,11.0,8.0,1,74
2776,79.0,197.0,70.0,1.0,6.0,6.0,3,77
2777,79.0,200.0,84.0,2.0,8.0,7.0,5,79
2778,79.0,186.0,86.0,1.0,21.0,8.0,4,52
2779,79.0,191.0,111.0,2.0,15.0,9.0,3,61
2780,79.0,170.0,83.0,2.0,18.0,7.0,3,66
2781,79.0,179.0,88.0,1.0,13.0,2.0,4,61
2782,79.0,199.0,74.0,1.0,1.0,6.0,1,82
2783,79.0,188.0,64.0,1.0,12.0,9.0,2,68
2784,79.0,166.0,80.0,1.0,7.0,9.0,3,68
2785,79.0,203.0,67.0,2.0,22.0,6.0,2,78
2786,79.0,196.0,62.0,1.0,10.0,9.0,3,71
2787,79.0,179.0,79.0,2.0,5.0,4.0,3,84
2788,79.0,193.0,75.0,1.0,19.0,2.0,3,69
2789,79.0,163.0,79.0,3.0,13.0,6.0,1,82
2790,79.0,180.0,75.0,3.0,4.0,2.0,3,99
2791,79.0,178.0,92.0,0.0,20.0,7.0,2,51
2792,79.0,181.0,82.0,2.0,0.0,6.0,4,83
2793,79.0,167.0,96.0,2.0,6.0,4.0,2,73
2794,79.0,184.0,74.0,3.0,1.0,9.0,1,102
2795,79.0,174.0,71.0,1.0,19.0,6.0,1,65
2796,79.0,190.0,70.0,2.0,14.0,9.0,2,81
2797,79.0,182.0,92.0,2.0,7.0,7.0,3,75
2798,79.0,190.0,84.0,3.0,5.0,5.0,1,99
2799,79.0,197.0,69.0,1.0,6.0,5.0,2,73
2800,79.0,178.0,86.0,1.0,16.0,7.0,4,61
2801,79.0,184.0,88.0,2.0,12.0,6.0,1,74
2802,79.0,189.0,92.0,0.0,16.0,2.0,3,57
2803,79.0,191.0,84.0,1.0,14.0,9.0,2,65
2804,79.0,171.0,63.0,2.0,5.0,2.0,4,82
2805,79.0,168.0,72.0,1.0,20.0,6.0,1,64
2806,79.0,193.0,71.0,0.0,9.0,6.0,3,65
2807,79.0,178.0,90.0,2.0,21.0,6.0,1,69
