genetic,exercise,smoking,alcohol,sugar,bmi,lifespan
93.2,2.1,0.4,0.1,4.3,18.48,94.9
74.4,4.2,12.7,0.7,5.3,23.4,73.9
79.8,2.4,3.2,1.9,2.3,20.03,81.0
78.1,1.6,14.8,2.8,5.3,17.12,74.7
88.0,3.4,9.1,0.0,3.5,28.48,87.5
95.6,1.5,1.5,5.5,1.9,30.83,95.2
86.2,2.3,11.1,0.6,4.0,26.46,84.9
81.7,2.0,18.0,0.7,3.4,30.99,75.8
84.9,2.8,6.2,0.3,8.4,36.89,84.2
73.4,0.9,17.5,1.8,3.1,50.87,63.3
83.2,0.7,9.7,0.5,4.1,33.85,81.6
67.7,1.1,17.6,0.2,3.7,27.49,64.7
78.9,1.4,4.4,0.1,4.5,17.42,78.3
93.9,2.1,4.2,0.8,6.2,18.75,94.4
82.6,2.9,9.6,3.5,1.9,22.21,83.4
82.7,1.2,4.5,5.1,10.6,40.76,79.5
83.6,2.3,11.6,2.0,3.2,16.19,83.0
73.6,5.3,8.8,0.3,11.4,17.4,74.4
101.9,1.4,6.0,1.6,5.0,14.68,100.2
94.2,4.3,16.6,0.3,4.7,46.55,91.8
87.4,1.5,10.6,0.8,4.1,38.36,83.9
99.5,3.9,11.1,4.6,3.7,42.53,98.5
98.4,1.4,11.0,0.4,5.3,31.73,95.4
79.2,2.0,0.4,2.1,2.4,20.9,80.5
70.6,3.5,5.9,4.6,3.7,19.94,71.3
78.6,2.3,3.3,0.1,3.8,34.55,78.4
77.2,1.9,6.1,0.4,8.0,28.22,76.7
93.7,1.7,12.6,4.1,8.9,24.11,90.4
76.5,1.2,12.1,1.3,0.8,18.1,72.8
67.4,2.1,0.5,4.1,8.0,18.83,68.2
90.8,4.2,7.7,3.7,10.4,30.82,91.0
80.5,2.0,1.1,0.4,5.4,23.23,81.3
90.7,4.6,5.7,0.2,9.9,27.06,93.0
84.5,2.2,5.2,3.8,7.2,18.08,83.3
81.8,3.8,15.2,0.8,10.5,57.52,74.7
91.3,2.4,20.3,0.8,8.0,17.65,90.2
84.3,2.6,5.9,2.0,0.9,23.26,85.3
79.0,2.0,15.8,0.3,11.4,26.62,75.1
78.3,3.5,0.2,0.7,7.1,47.67,78.3
77.2,3.5,1.8,0.2,12.2,18.36,77.3
81.5,5.0,7.5,1.7,3.5,47.72,81.3
66.5,3.7,8.8,2.5,10.1,32.45,65.5
87.8,4.8,10.6,0.7,6.2,26.49,88.7
85.7,2.7,19.8,2.0,7.4,17.81,79.5
76.1,2.6,19.4,1.6,13.5,26.45,71.1
82.7,1.5,18.9,0.2,5.4,51.79,72.0
80.6,1.4,6.0,0.7,1.7,26.0,79.8
72.6,4.6,0.3,1.4,13.8,15.35,74.1
77.3,0.7,5.4,4.3,11.9,27.97,75.0
90.6,2.9,0.6,0.9,6.2,31.67,91.3
81.1,3.7,4.3,5.3,3.9,22.06,81.8
80.4,0.9,7.0,0.3,10.4,20.01,78.9
83.5,4.7,12.1,3.9,3.5,26.89,82.2
78.5,0.9,0.2,0.7,3.9,16.87,79.0
87.4,1.5,8.8,1.1,5.6,39.53,84.4
87.8,2.7,11.6,1.9,13.4,16.45,84.9
77.6,0.9,16.7,0.7,4.9,18.16,76.6
101.1,0.3,20.9,3.4,10.4,41.32,95.2
78.7,2.7,8.9,0.5,11.9,16.03,77.2
63.9,2.9,15.7,0.5,13.3,22.94,62.2
98.8,2.4,11.0,0.5,9.8,17.68,96.5
77.0,1.1,8.5,1.6,2.0,15.92,73.8
78.0,4.9,19.4,0.2,6.0,33.76,77.5
84.2,1.5,5.1,1.3,6.1,19.46,83.3
86.6,0.7,21.3,5.2,8.6,21.94,79.5
74.8,2.2,6.9,4.2,4.2,17.19,73.3
81.1,4.2,14.6,0.5,6.0,28.09,79.5
85.4,2.1,6.2,2.0,10.3,20.63,84.2
99.1,1.9,17.6,0.4,3.8,23.17,93.2
80.5,2.0,13.3,5.2,2.0,34.86,76.9
85.2,1.5,19.9,6.0,7.1,28.11,78.7
82.3,1.1,0.3,2.2,8.9,25.72,81.5
72.6,2.3,7.3,2.9,9.7,22.73,72.6
74.1,2.8,4.7,0.1,8.2,24.37,75.4
80.0,1.6,0.8,4.4,4.3,19.54,79.7
80.6,3.3,14.9,3.3,6.9,16.85,78.5
82.3,1.6,16.3,4.3,6.7,27.53,76.8
81.5,1.4,0.0,1.0,10.9,23.3,81.3
91.9,1.1,6.9,2.7,4.5,24.8,88.5
64.5,3.4,0.9,1.3,2.7,27.45,66.8
79.0,1.6,5.6,2.5,3.8,17.5,78.2
86.2,2.1,13.7,0.5,10.6,21.83,83.2
81.9,1.3,2.1,0.4,7.6,35.22,81.3
101.2,3.9,14.7,0.4,3.5,30.4,98.6
90.2,1.7,5.7,3.5,6.7,46.83,85.4
72.4,0.4,12.7,5.9,11.1,30.12,68.2
82.5,2.5,0.7,4.4,6.8,14.66,83.5
83.0,1.5,17.6,1.7,10.2,29.83,78.5
83.0,1.4,17.4,1.6,4.3,24.57,80.5
84.4,4.0,16.7,2.2,8.1,37.19,82.4
81.4,3.9,2.9,4.7,5.9,19.1,83.1
84.0,3.9,7.1,2.0,11.8,33.45,83.0
77.1,1.5,0.3,4.4,7.8,21.7,76.5
100.3,2.5,2.8,3.7,4.7,18.97,99.5
81.4,0.9,12.1,1.2,7.6,29.49,79.0
79.8,0.9,6.5,6.0,2.9,34.09,76.3
92.0,1.7,21.1,5.2,3.7,13.41,83.6
85.0,1.0,2.8,0.7,5.1,31.43,84.1
87.5,3.2,14.8,2.6,5.6,19.38,86.6
65.9,1.1,21.5,0.9,5.6,25.23,57.0
79.3,4.8,17.7,4.6,5.8,21.49,74.7
81.8,2.3,0.3,5.0,4.4,24.51,82.2
78.1,0.6,6.7,1.8,6.7,15.95,76.1
88.1,4.3,19.4,4.2,5.0,16.56,85.5
87.8,5.2,19.8,1.6,6.4,24.67,84.3
79.7,1.3,13.7,4.2,4.0,32.84,74.8
78.6,4.5,17.9,5.0,6.9,43.52,75.0
73.0,3.3,12.0,2.1,8.7,27.7,71.4
89.4,3.7,7.7,5.4,2.1,20.18,89.0
91.9,1.9,8.6,2.3,1.0,36.17,89.6
79.3,2.0,14.3,4.7,4.2,22.49,76.2
67.0,1.1,1.0,3.5,5.5,39.68,65.0
68.3,4.8,8.7,1.6,3.1,29.41,70.1
73.5,1.8,20.0,0.4,6.0,32.74,70.3
88.3,0.7,18.1,3.9,4.6,46.09,79.0
86.6,1.7,1.4,0.7,6.8,26.51,87.0
80.9,1.8,10.8,1.9,4.5,29.43,78.2
77.1,2.5,13.3,4.3,12.0,18.15,72.3
80.1,1.3,11.4,5.5,6.0,26.56,75.4
84.4,2.7,0.4,4.3,7.8,23.52,85.4
89.0,2.6,4.6,0.2,4.7,28.86,88.5
91.2,1.1,11.4,5.1,1.6,21.8,89.8
78.3,2.2,13.3,0.8,8.5,31.37,74.0
89.6,2.3,15.0,4.5,4.7,30.86,85.0
72.8,2.4,1.1,1.1,10.1,37.21,71.8
72.9,1.4,5.7,4.7,7.8,31.21,71.2
88.3,1.0,7.3,2.8,11.0,48.43,83.4
79.3,1.0,20.6,4.9,7.0,25.18,71.7
68.6,1.9,10.1,1.7,3.9,37.98,66.2
94.5,4.5,14.9,1.1,4.7,26.34,91.8
80.4,3.5,4.0,4.7,9.3,40.82,77.2
81.5,1.5,0.8,1.3,5.3,24.97,81.3
75.9,3.3,14.2,5.2,2.7,21.1,73.4
83.6,1.8,18.4,1.0,3.9,26.08,80.1
83.1,2.6,20.5,4.0,6.1,28.12,78.3
84.9,2.2,0.7,1.8,7.5,21.4,86.0
77.1,1.0,5.8,0.5,6.4,37.17,75.0
95.2,1.9,17.3,1.3,12.2,23.84,91.7
78.3,4.3,5.7,0.5,6.1,42.29,77.3
86.1,1.6,2.6,6.0,7.6,21.07,84.2
83.7,2.3,16.3,1.8,5.5,18.68,77.5
84.8,3.8,1.1,1.0,7.1,22.29,87.0
82.0,1.7,2.1,3.9,10.7,34.3,80.7
98.0,4.4,0.3,0.2,8.7,24.59,100.0
87.2,1.9,17.7,0.9,5.9,20.76,84.4
76.9,2.5,9.3,4.3,6.5,37.17,75.8
76.4,4.6,9.1,0.6,7.9,32.95,77.2
81.6,0.7,21.7,0.5,11.8,24.16,74.9
71.6,1.5,18.2,2.0,4.0,24.03,67.3
80.6,3.2,9.8,1.7,6.7,51.52,77.5
73.4,1.4,15.6,4.6,3.2,43.72,68.9
89.7,2.5,14.2,2.2,6.1,40.54,85.5
73.6,1.3,14.1,0.6,8.4,33.8,71.0
85.4,0.5,20.5,0.7,4.9,37.14,78.3
71.9,1.4,17.4,0.5,8.4,38.03,67.0
72.5,3.7,21.1,3.2,10.5,15.89,66.6
74.7,2.2,16.0,2.3,2.6,22.13,70.9
76.1,0.3,9.0,3.0,13.6,27.7,72.5
79.4,2.7,3.1,3.5,8.3,22.63,77.7
79.7,2.0,0.3,0.9,5.5,39.96,79.2
85.1,0.1,0.1,0.8,3.4,39.71,83.3
89.2,2.9,21.8,1.4,3.4,14.96,85.0
85.6,2.1,14.3,5.9,5.4,18.52,82.6
96.2,5.2,4.0,4.0,10.9,15.78,98.4
96.7,1.5,5.3,0.5,5.5,26.5,96.4
101.4,1.6,8.6,2.1,3.3,34.42,98.2
82.9,1.3,4.8,4.6,7.6,21.26,81.6
68.3,1.8,18.0,0.5,5.9,27.56,63.4
89.5,3.0,2.9,0.4,3.2,38.95,90.0
80.4,2.8,4.0,0.3,5.4,36.45,78.7
90.3,1.6,6.9,5.0,8.6,17.69,87.5
90.6,3.0,11.2,4.2,2.7,16.04,90.3
81.1,3.4,3.3,4.3,9.7,15.34,80.9
78.7,2.4,16.4,0.1,9.2,17.43,75.7
86.0,1.3,4.4,0.6,10.8,34.0,84.2
84.4,2.2,5.7,0.3,6.1,22.36,84.3
77.5,1.2,13.6,3.1,6.7,38.78,73.7
74.9,1.6,10.8,0.4,7.4,22.5,72.1
81.4,0.8,15.4,1.2,2.7,18.23,78.9
64.9,3.3,19.3,3.2,6.4,27.92,63.6
82.6,3.5,12.7,0.1,4.9,36.58,81.0
77.5,5.1,12.0,5.7,6.5,26.51,76.9
69.9,2.0,15.8,0.6,6.7,25.55,67.7
77.0,1.5,21.5,5.9,5.2,24.13,71.5
95.3,1.8,0.3,0.6,3.2,35.32,95.3
86.0,3.0,8.6,2.1,5.5,21.13,84.5
64.1,2.9,17.2,1.9,8.6,12.57,57.0
79.2,3.8,20.4,4.7,7.1,39.1,75.5
76.2,2.9,11.5,2.3,4.3,21.3,75.3
89.5,0.3,0.2,5.4,8.4,26.18,87.8
68.5,2.1,8.5,4.1,12.0,31.46,65.6
95.3,2.4,2.9,4.7,7.7,22.24,94.9
84.7,1.7,6.5,1.0,3.5,23.7,84.3
86.4,1.3,0.8,2.3,5.4,26.02,85.9
84.1,2.9,14.7,5.1,10.9,31.4,81.1
79.8,1.5,10.9,1.3,4.5,59.75,72.1
78.4,1.3,21.6,5.8,7.2,14.39,71.2
88.7,3.1,0.1,3.6,5.3,40.67,89.8
84.0,2.5,20.9,4.6,5.8,21.62,77.8
80.7,3.3,20.2,3.2,8.6,18.06,75.3
86.5,3.5,5.4,3.9,10.1,26.2,87.2
85.4,3.2,12.1,1.0,9.7,16.12,84.3
79.7,4.3,1.1,1.0,10.0,24.84,81.7
82.3,4.7,0.9,2.0,5.2,18.66,86.4
96.0,3.9,15.5,4.2,6.0,27.4,92.9
81.3,1.9,14.6,4.8,3.8,24.97,75.7
68.8,3.8,13.9,4.3,11.1,25.5,66.4
77.7,4.0,15.6,2.3,5.9,13.14,76.2
83.1,3.6,18.5,0.4,6.9,24.54,80.6
83.0,1.1,2.1,2.1,4.2,17.79,82.8
64.6,3.9,9.8,0.3,6.8,29.98,64.2
68.0,1.3,4.8,5.7,5.1,24.54,66.0
83.9,0.8,20.4,4.2,6.7,16.41,76.1
79.3,2.7,1.1,1.1,6.9,18.13,80.8
91.0,1.8,19.1,2.3,8.3,24.58,84.9
81.8,3.1,2.0,0.9,8.0,28.07,83.5
80.6,3.1,0.5,0.3,6.9,11.95,81.9
79.1,5.1,13.7,5.4,5.8,19.0,76.9
87.0,4.6,20.8,2.1,4.9,34.6,84.3
72.3,1.8,6.7,3.4,5.6,28.77,70.2
88.9,1.9,19.7,0.5,4.7,28.55,86.8
96.0,3.0,16.4,0.4,4.6,32.63,92.3
81.1,2.0,21.1,0.7,5.3,22.2,76.1
76.2,1.0,20.9,3.8,7.7,29.9,73.7
84.4,2.2,22.0,4.2,3.9,26.2,80.0
84.8,1.5,2.5,1.3,5.9,32.85,83.7
84.9,2.8,19.4,1.3,5.2,25.4,81.8
78.3,1.6,17.0,5.7,7.7,36.08,72.2
83.6,1.5,6.0,5.1,3.7,20.5,82.2
80.5,2.0,5.2,1.8,12.0,19.75,80.2
75.5,3.5,8.7,4.3,2.8,20.85,75.2
77.6,3.0,18.2,1.4,1.1,35.29,74.2
82.1,3.2,14.9,3.7,4.3,40.87,79.1
69.4,2.5,8.7,2.3,7.6,16.45,68.5
86.8,2.4,2.4,2.0,2.7,32.05,86.4
73.5,0.6,16.4,4.5,3.0,34.6,66.2
65.9,2.4,4.7,1.4,3.7,14.11,66.9
83.1,2.2,12.8,4.8,5.1,26.37,78.6
76.5,1.3,0.1,0.5,10.2,21.93,76.3
101.5,4.7,7.7,0.4,8.9,29.37,102.4
78.6,2.0,14.0,4.3,3.3,22.7,74.4
88.1,0.2,12.4,3.1,4.4,29.53,84.5
98.1,3.1,0.1,3.8,7.2,19.12,98.4
86.7,2.3,0.8,2.5,8.3,19.41,87.9
80.1,2.9,16.0,3.5,3.4,20.52,78.6
83.7,1.7,10.0,4.7,3.9,31.2,80.5
85.9,2.0,20.3,5.1,7.7,24.47,80.4
90.3,2.6,14.1,0.1,8.0,29.28,90.0
89.0,2.3,2.3,4.8,9.4,30.04,88.5
85.9,2.3,20.6,2.9,7.8,43.03,78.7
86.4,2.2,19.3,2.7,6.0,20.21,81.9
86.1,3.3,3.6,0.4,9.6,28.27,87.0
84.6,3.1,21.9,0.6,7.8,14.49,78.1
78.5,5.4,8.1,0.6,4.7,32.01,79.4
80.4,2.0,16.5,2.2,6.0,23.89,76.3
91.4,1.6,20.8,0.3,5.5,37.78,85.1
89.1,1.5,18.6,5.6,2.3,19.56,82.9
85.0,2.1,0.2,0.4,4.1,23.86,86.5
78.6,4.1,1.3,1.3,0.9,32.91,82.5
83.7,1.0,16.3,0.3,5.9,33.7,79.4
81.9,3.6,0.1,0.4,4.9,40.01,84.5
93.9,2.6,3.2,0.8,5.3,15.48,94.2
77.7,1.8,15.8,1.1,4.5,19.2,72.7
80.7,3.8,11.6,0.6,2.2,33.23,78.7
83.8,1.7,21.2,0.3,3.2,25.87,80.5
74.8,1.5,20.3,1.6,9.1,37.96,70.3
93.1,1.6,7.7,5.9,7.8,21.57,91.4
90.4,3.7,2.1,0.5,6.4,38.62,90.3
83.1,2.2,15.4,4.8,8.2,32.08,76.1
83.0,1.5,2.5,3.9,10.1,25.11,81.6
78.3,2.3,21.0,5.6,6.0,19.66,75.1
77.6,0.2,2.3,0.8,5.3,15.16,76.7
80.4,1.7,7.0,4.7,5.0,15.1,78.4
71.1,1.9,0.1,4.5,3.2,36.83,70.1
68.1,1.1,10.4,3.7,6.0,40.59,62.4
73.7,1.8,14.1,0.3,8.0,17.9,70.5
80.9,4.3,9.7,3.6,11.1,48.01,76.4
101.1,4.7,15.6,1.2,9.1,33.06,99.4
88.7,2.2,22.0,0.5,2.3,12.4,83.1
75.6,2.3,7.8,0.7,5.0,28.23,74.7
79.9,3.3,16.7,0.6,2.8,31.92,75.5
75.7,3.0,21.5,3.6,9.8,39.82,70.6
90.9,2.9,8.7,0.3,9.6,36.8,88.5
73.7,1.7,0.9,0.6,10.0,39.99,72.4
101.3,2.7,14.4,1.5,5.5,38.64,99.7
92.1,2.7,16.4,0.5,5.9,27.91,87.9
73.3,1.7,12.2,2.1,6.3,15.35,69.1
82.0,1.2,14.3,5.5,6.7,21.85,75.8
82.3,1.2,16.5,4.4,4.2,46.47,79.0
78.6,2.9,20.4,0.9,6.4,37.37,73.2
98.0,1.3,0.2,1.7,8.3,29.14,97.6
82.7,1.9,19.7,2.0,2.9,41.83,77.4
74.1,0.5,1.3,0.9,7.0,21.53,73.4
79.1,2.9,8.7,5.1,8.1,21.73,76.9
89.3,1.8,5.8,6.0,2.7,23.3,86.7
98.6,3.0,0.2,0.8,5.9,24.31,101.2
70.7,1.4,17.0,0.3,6.1,23.22,65.7
93.2,3.3,16.3,0.8,7.7,37.57,90.8
79.7,2.3,2.4,2.1,8.6,18.52,80.2
91.5,2.9,4.5,0.3,7.7,28.14,92.1
87.6,0.9,4.4,0.8,4.2,36.16,87.0
91.4,1.6,14.0,1.7,4.6,36.98,87.2
97.6,2.2,16.0,0.2,3.7,25.17,94.4
81.2,2.5,13.4,1.7,5.5,24.02,77.2
73.4,2.6,21.3,0.8,7.2,27.69,70.1
85.9,1.6,18.3,1.3,10.0,30.29,78.9
86.9,1.5,0.9,3.6,5.7,33.33,85.7
85.7,3.6,1.5,0.5,3.6,17.26,87.9
98.6,0.1,5.8,4.1,5.8,18.81,96.7
96.8,1.4,9.3,3.9,3.4,41.91,93.9
75.2,2.2,18.7,2.4,3.5,23.76,69.7
100.7,3.3,7.9,1.3,9.3,38.14,99.8
100.3,3.1,0.7,0.5,5.3,31.73,102.3
87.2,3.0,7.9,0.3,4.8,20.58,86.5
93.7,1.8,8.7,2.1,4.6,24.75,90.3
80.9,2.4,14.0,3.2,8.5,52.32,74.8
79.7,2.9,6.2,0.2,9.4,27.78,79.6
85.4,1.4,11.1,0.5,8.2,30.22,82.1
79.1,3.0,3.4,5.9,5.0,16.69,77.7
66.4,3.3,12.9,4.0,7.2,20.3,64.0
75.3,2.1,12.9,0.4,6.2,30.1,72.9
85.2,3.3,8.0,1.3,8.1,37.95,84.5
98.1,2.6,3.0,5.0,8.2,19.27,96.4
65.2,1.6,15.4,4.4,2.8,25.76,59.6
84.3,3.0,5.5,0.5,7.5,39.61,82.0
87.2,2.4,4.4,4.0,12.1,20.1,88.0
81.7,1.6,14.4,0.8,3.5,28.0,78.1
80.7,2.8,7.7,4.1,5.6,21.89,79.8
68.8,4.9,8.3,0.6,2.1,35.5,67.0
85.4,1.1,1.0,1.4,6.9,29.5,84.9
80.9,3.1,0.1,0.8,9.1,28.69,82.4
80.2,1.9,8.7,5.6,5.2,15.83,78.2
80.4,2.3,14.4,4.4,2.3,35.06,75.1
75.0,2.6,8.2,0.4,3.2,24.87,74.2
95.8,2.8,15.8,0.3,5.2,23.6,91.1
82.7,2.7,16.0,5.6,6.9,15.47,79.1
93.0,1.8,4.8,2.1,4.0,29.2,91.3
87.6,4.1,17.6,0.4,9.1,15.51,85.7
78.9,2.9,15.8,2.9,8.7,20.14,75.8
83.6,4.3,22.0,1.8,10.3,29.19,83.4
82.9,1.4,0.6,1.5,11.5,27.54,83.3
92.0,1.3,8.9,0.7,12.1,34.65,88.3
87.5,4.2,11.7,2.7,7.3,26.39,84.8
92.5,1.4,9.1,4.8,12.6,24.05,89.1
90.1,1.9,14.2,0.8,10.9,32.64,86.3
81.7,2.8,1.3,0.5,8.0,24.44,82.7
87.8,4.9,4.5,0.4,9.7,30.45,90.4
80.6,2.7,6.3,0.8,8.7,24.46,80.5
86.9,2.0,3.9,2.4,5.6,15.35,86.2
79.2,1.9,5.4,5.9,4.7,17.74,76.7
75.4,2.5,0.2,1.3,6.9,38.34,75.4
84.8,0.7,8.7,0.5,8.6,33.17,81.8
85.2,1.3,16.6,0.4,13.6,26.14,80.0
83.4,1.3,13.6,1.0,8.8,23.28,80.3
80.6,1.5,12.8,5.3,7.0,31.28,75.2
84.3,5.3,8.3,1.3,5.1,38.58,84.8
96.4,3.6,18.1,5.0,8.0,32.33,93.8
81.6,1.6,12.7,3.0,11.8,39.97,77.1
73.7,3.7,6.0,0.4,1.6,15.59,76.8
79.8,1.6,20.6,2.1,9.0,47.75,70.7
86.9,2.7,10.6,4.2,3.0,16.32,84.8
72.1,3.6,7.1,1.7,7.8,20.82,73.7
84.4,1.5,10.4,2.1,6.1,19.66,81.6
83.9,3.7,8.3,0.3,8.9,30.19,83.7
89.4,1.5,15.6,0.7,12.3,30.4,82.7
90.1,2.7,21.5,4.4,13.1,27.25,83.9
87.6,2.0,3.9,3.9,2.8,24.42,87.3
85.5,2.6,1.0,0.5,8.2,45.77,83.6
79.8,2.7,15.1,4.8,9.0,21.25,79.7
80.2,3.4,22.0,0.7,4.7,18.88,76.8
81.8,4.5,20.4,0.2,3.4,38.96,80.3
81.5,1.2,19.7,3.2,10.1,34.73,75.6
84.8,1.9,2.8,4.0,10.4,28.6,83.9
75.7,2.2,6.4,0.4,4.3,26.6,75.1
81.1,2.7,0.2,0.9,4.3,19.54,82.2
75.1,5.3,16.7,2.0,2.8,30.45,77.1
91.6,1.3,1.9,0.2,10.0,32.69,90.6
69.9,4.4,0.3,5.2,1.3,18.23,72.7
79.9,4.8,8.9,3.6,11.1,18.61,79.8
82.2,3.0,19.1,4.2,3.5,19.69,77.3
97.5,2.5,8.8,3.9,2.3,28.41,95.5
85.0,1.9,5.1,0.2,7.9,18.86,83.0
87.7,2.0,11.0,0.9,5.9,20.31,85.2
84.7,1.1,14.0,0.8,4.1,19.39,82.0
76.3,2.3,10.0,1.3,5.9,35.78,74.4
79.3,1.6,9.7,5.2,3.6,31.77,74.7
80.2,0.7,18.8,0.4,1.4,47.85,73.5
82.7,2.3,21.6,1.1,7.3,26.33,75.8
74.5,3.1,5.7,0.6,3.8,28.81,73.2
82.6,3.9,18.0,4.2,3.0,23.79,79.5
101.5,1.7,21.7,1.9,13.0,18.96,96.0
75.7,3.9,7.9,1.1,9.4,19.44,76.4
81.1,4.0,13.9,3.9,6.8,15.65,78.5
84.6,1.9,4.1,2.2,11.2,30.39,83.6
92.5,1.8,10.6,4.7,9.7,23.49,89.7
95.4,0.4,3.1,0.7,7.5,39.04,92.2
77.4,1.0,0.3,0.5,3.1,25.09,77.7
76.2,1.9,17.0,0.9,7.9,53.3,68.3
77.0,3.6,3.9,4.7,5.4,27.13,77.9
99.0,1.4,17.9,0.6,5.6,41.56,93.8
84.4,3.4,19.4,0.7,2.3,35.53,81.4
79.2,3.3,5.0,0.9,8.9,37.66,77.7
89.0,3.5,15.8,0.6,10.5,35.89,87.1
78.5,3.1,13.1,0.4,10.3,32.57,75.0
82.9,2.0,21.2,1.2,6.7,36.95,79.0
74.3,0.8,8.1,0.5,5.8,32.87,72.2
98.9,2.7,10.3,1.5,10.9,17.34,96.3
76.7,0.4,0.1,0.6,4.6,38.93,75.3
76.4,2.9,6.5,5.8,3.0,25.83,74.1
66.2,1.8,8.5,2.3,7.9,33.37,63.9
93.9,4.5,20.3,2.6,2.9,16.97,89.6
74.7,3.5,19.3,0.6,4.8,18.77,73.8
77.0,4.6,6.8,1.7,8.5,22.01,76.5
77.6,1.3,13.0,5.2,11.2,20.38,73.4
83.6,3.6,11.7,1.6,8.5,23.68,82.9
85.8,3.6,0.1,4.1,5.6,25.74,86.8
76.6,3.5,18.6,4.4,8.1,26.7,74.1
77.1,1.7,0.5,0.7,8.0,23.32,77.7
86.1,2.4,3.0,0.4,3.8,35.3,85.6
85.9,3.7,6.2,4.6,10.7,16.3,84.8
78.4,2.1,0.1,2.1,9.3,36.59,77.2
87.4,1.7,6.2,4.0,5.7,30.37,85.3
81.0,2.0,19.7,1.9,2.9,18.55,73.3
67.2,3.2,22.1,1.5,3.1,17.32,63.9
95.2,2.1,20.8,0.3,6.2,13.71,91.8
87.4,1.8,7.6,4.5,5.4,23.36,85.4
88.0,1.2,11.8,1.3,3.1,19.63,85.9
71.7,2.7,1.9,0.2,8.0,25.59,72.7
84.8,1.5,20.8,1.0,10.3,22.11,77.1
88.0,1.2,0.8,1.0,10.8,31.84,87.1
76.7,2.4,20.8,0.2,3.3,30.14,73.1
100.1,1.6,0.0,4.0,8.2,23.86,99.2
90.6,3.5,0.8,1.6,8.6,27.1,92.6
78.9,2.9,7.7,0.6,9.9,33.69,76.9
78.8,3.5,11.5,4.9,9.4,32.91,77.0
77.6,1.0,9.7,1.0,4.9,33.36,74.6
73.9,4.2,0.3,5.1,1.9,43.72,74.6
69.5,1.9,0.7,0.1,4.7,15.73,71.2
81.9,4.3,6.4,5.3,5.6,35.85,80.9
91.7,3.6,15.7,0.6,6.6,27.22,89.1
75.8,2.8,18.8,2.3,6.4,25.78,73.9
85.3,1.1,6.4,0.5,6.3,25.72,83.7
83.6,2.9,7.2,0.7,8.8,36.33,82.6
85.4,4.3,1.0,1.0,8.8,35.63,87.1
86.2,1.9,7.0,1.3,8.7,36.5,84.7
94.2,1.3,18.5,0.8,2.4,24.52,90.4
83.0,2.5,0.1,0.6,5.4,25.93,83.8
70.5,1.7,15.1,2.0,6.1,20.17,67.1
73.0,2.5,0.2,0.4,3.4,16.91,74.3
90.2,4.4,22.1,3.1,1.7,26.64,85.9
70.0,1.6,14.1,1.8,4.3,33.99,66.4
94.2,2.9,5.6,5.7,13.1,30.72,93.9
72.6,1.7,0.1,1.1,2.9,26.55,73.1
94.8,1.4,20.2,5.7,9.1,35.56,88.5
77.6,2.8,10.3,5.2,5.5,21.76,74.9
68.9,4.6,19.0,0.5,5.3,17.98,65.9
80.5,2.6,18.3,2.7,8.7,30.2,76.1
91.6,0.9,9.4,1.0,7.1,30.41,90.2
84.0,1.0,17.5,4.5,7.2,20.75,79.3
75.6,3.7,19.9,3.5,3.2,16.55,71.5
80.5,5.4,8.5,3.1,1.8,16.53,79.2
77.0,0.6,10.6,0.7,2.9,33.01,72.9
78.3,1.6,19.6,3.1,1.9,21.22,72.7
83.2,1.1,11.6,4.6,7.9,22.93,79.8
87.5,1.6,2.7,0.5,3.6,23.36,87.3
70.2,3.3,0.1,0.9,6.4,34.98,71.4
73.0,2.0,20.2,0.1,3.2,27.22,68.8
83.5,1.9,14.7,0.2,7.4,14.86,80.3
79.9,2.8,0.9,2.1,5.6,17.4,81.4
80.8,1.9,15.0,3.9,7.6,22.81,76.5
84.8,1.1,15.7,1.4,3.4,31.18,80.5
85.0,4.7,1.4,3.8,7.0,14.02,87.3
78.5,2.7,3.2,5.0,9.6,13.79,79.7
76.7,2.5,13.6,2.7,5.8,20.23,72.3
88.5,2.4,21.9,1.1,5.5,28.2,83.8
80.2,4.2,18.9,4.4,3.7,23.76,76.5
71.1,2.9,12.0,1.8,6.5,20.7,71.1
93.2,3.8,20.1,2.7,2.6,29.03,88.3
84.3,2.6,0.1,5.5,4.2,13.01,85.2
85.5,1.2,17.6,2.8,3.7,26.59,79.2
84.6,3.4,7.8,3.9,6.7,36.78,81.2
77.1,2.4,0.8,1.9,3.6,30.15,78.5
78.0,2.9,16.4,1.0,3.4,22.29,76.2
85.1,3.3,9.6,0.6,4.9,21.91,83.4
86.3,1.8,9.0,0.4,13.5,29.04,83.0
65.0,2.2,20.6,1.8,5.2,38.69,58.7
90.9,1.4,4.4,3.1,9.1,28.25,89.7
88.0,1.6,10.6,1.0,9.2,46.48,82.9
72.5,2.7,16.0,3.7,5.7,18.03,70.6
77.4,3.1,7.3,0.1,9.8,31.42,76.0
66.9,3.2,9.3,2.5,2.1,22.98,66.3
86.7,1.9,16.0,1.7,4.3,41.04,78.9
74.9,2.6,5.2,4.4,6.2,32.87,73.5
84.0,1.0,8.1,1.7,3.5,25.13,82.2
95.0,1.5,12.2,4.7,6.9,35.28,90.1
78.1,1.7,10.1,0.5,7.6,39.95,75.1
83.2,1.5,0.1,4.7,9.1,29.52,82.6
101.7,1.3,0.9,3.1,7.1,24.79,101.2
